city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Bielefeld,Bielefeld,52.0300,8.5300,Germany,DE,DEU,North Rhine-Westphalia,minor,331906,1276112885
Lübeck,Lubeck,53.8704,10.6700,Germany,DE,DEU,Schleswig-Holstein,minor,235390,1276852342
Flensburg,Flensburg,54.7837,9.4333,Germany,DE,DEU,Schleswig-Holstein,minor,97930,1276853315
Emden,Emden,53.3667,7.2167,Germany,DE,DEU,Lower Saxony,minor,51526,1276309938
Wuppertal,Wuppertal,51.2500,7.1700,Germany,DE,DEU,North Rhine-Westphalia,minor,776525,1276004611
Münster,Munster,51.9704,7.6200,Germany,DE,DEU,North Rhine-Westphalia,minor,270184,1276714504
Osnabrück,Osnabruck,52.2804,8.0500,Germany,DE,DEU,Lower Saxony,minor,231268,1276554949
Göttingen,Gottingen,51.5204,9.9200,Germany,DE,DEU,Lower Saxony,minor,139419,1276211234
Oldenburg,Oldenburg,53.1300,8.2200,Germany,DE,DEU,Lower Saxony,minor,167458,1276946953
Stralsund,Stralsund,54.3004,13.1000,Germany,DE,DEU,Mecklenburg-Western Pomerania,minor,61368,1276640152
Braunschweig,Braunschweig,52.2500,10.5000,Germany,DE,DEU,Lower Saxony,minor,244715,1276941443
Bremerhaven,Bremerhaven,53.5504,8.5800,Germany,DE,DEU,Bremen,minor,137751,1276991229
Freiburg,Freiburg,48.0004,7.8699,Germany,DE,DEU,Baden-Württemberg,minor,254889,1276371228
Karlsruhe,Karlsruhe,49.0000,8.4000,Germany,DE,DEU,Baden-Württemberg,minor,377487,1276923210
Heidelberg,Heidelberg,49.4200,8.7000,Germany,DE,DEU,Baden-Württemberg,minor,426590,1276519742
Ingolstadt,Ingolstadt,48.7704,11.4500,Germany,DE,DEU,Bavaria,minor,163325,1276803150
Passau,Passau,48.5670,13.4666,Germany,DE,DEU,Bavaria,minor,50560,1276123699
Rosenheim,Rosenheim,47.8503,12.1333,Germany,DE,DEU,Bavaria,minor,92809,1276301675
Augsburg,Augsburg,48.3500,10.9000,Germany,DE,DEU,Bavaria,minor,358989,1276314100
Regensburg,Regensburg,49.0204,12.1200,Germany,DE,DEU,Bavaria,minor,164359,1276000325
Würzburg,Wurzburg,49.8004,9.9500,Germany,DE,DEU,Bavaria,minor,168561,1276233514
Coburg,Coburg,50.2666,10.9666,Germany,DE,DEU,Bavaria,minor,61054,1276428862
Hof,Hof,50.3170,11.9167,Germany,DE,DEU,Bavaria,minor,56153,1276561363
Ulm,Ulm,48.4004,10.0000,Germany,DE,DEU,Baden-Württemberg,minor,172955,1276002212
Nürnberg,Nurnberg,49.4500,11.0800,Germany,DE,DEU,Bavaria,minor,737304,1276166609
Fürth,Furth,49.4700,11.0000,Germany,DE,DEU,Bavaria,minor,237844,1276580165
Gießen,Giessen,50.5837,8.6500,Germany,DE,DEU,Hesse,minor,82358,1276576770
Mannheim,Mannheim,49.5004,8.4700,Germany,DE,DEU,Baden-Württemberg,minor,2362000,1276150104
Frankfurt,Frankfurt,50.1000,8.6750,Germany,DE,DEU,Hesse,minor,2895000,1276054552
Koblenz,Koblenz,50.3505,7.6000,Germany,DE,DEU,Rhineland-Palatinate,minor,312633,1276605495
Chemnitz,Chemnitz,50.8300,12.9200,Germany,DE,DEU,Saxony,minor,302643,1276519956
Cottbus,Cottbus,51.7704,14.3300,Germany,DE,DEU,Brandenburg,minor,105067,1276436655
Jena,Jena,50.9304,11.5800,Germany,DE,DEU,Thuringia,minor,104712,1276659978
Gera,Gera,50.8704,12.0700,Germany,DE,DEU,Thuringia,minor,104659,1276548165
Leipzig,Leipzig,51.3354,12.4100,Germany,DE,DEU,Saxony,minor,542529,1276563678
Vejle,Vejle,55.7090,9.5350,Denmark,DK,DNK,Syddanmark,admin,51177,1208585023
Hillerød,Hillerod,55.9333,12.3167,Denmark,DK,DNK,Hovedstaden,admin,28313,1208278269
København,Kobenhavn,55.6786,12.5635,Denmark,DK,DNK,Hovedstaden,primary,1085000,1208763942
Viborg,Viborg,56.4333,9.4000,Denmark,DK,DNK,Midtjylland,admin,34831,1208606810
Sorø,Soro,55.4330,11.5667,Denmark,DK,DNK,Sjælland,admin,7167,1208841384
Roskilde,Roskilde,55.6500,12.0833,Denmark,DK,DNK,Sjælland,minor,44285,1208722269
Odense,Odense,55.4004,10.3833,Denmark,DK,DNK,Syddanmark,minor,158222,1208194249
Svendborg,Svendborg,55.0704,10.6167,Denmark,DK,DNK,Syddanmark,minor,29180,1208924964
Esbjerg,Esbjerg,55.4670,8.4500,Denmark,DK,DNK,Syddanmark,minor,72205,1208757169
Århus,Aarhus,56.1572,10.2107,Denmark,DK,DNK,Midtjylland,minor,237551,1208841031
Aalborg,Aalborg,57.0337,9.9166,Denmark,DK,DNK,Nordjylland,admin,122219,1208789278
Frederikshavn,Frederikshavn,57.4337,10.5333,Denmark,DK,DNK,Nordjylland,minor,24103,1208910213
Valga,Valga,57.7744,26.0453,Estonia,EE,EST,Valgamaa,admin,,1233406308
Viljandi,Viljandi,58.3639,25.5900,Estonia,EE,EST,Viljandimaa,admin,20309,1233067368
Tallinn,Tallinn,59.4339,24.7280,Estonia,EE,EST,Harjumaa,primary,394024,1233260021
Kärdla,Kardla,58.9978,22.7492,Estonia,EE,EST,Hiiumaa,admin,,1233977488
Rakvere,Rakvere,59.3464,26.3558,Estonia,EE,EST,Lääne-Virumaa,admin,,1233049348
Pärnu,Parnu,58.3747,24.5136,Estonia,EE,EST,Pärnumaa,admin,44192,1233955054
Paide,Paide,58.8856,25.5572,Estonia,EE,EST,Järvamaa,admin,,1233393684
Jõgeva,Jogeva,58.7467,26.3939,Estonia,EE,EST,Jõgevamaa,admin,,1233192849
Põlva,Polva,58.0603,27.0694,Estonia,EE,EST,Põlvamaa,admin,,1233866730
Tartu,Tartu,58.3839,26.7099,Estonia,EE,EST,Tartumaa,admin,101092,1233809410
Rapla,Rapla,59.0072,24.7928,Estonia,EE,EST,Raplamaa,admin,,1233013333
Kuressaare,Kuressaare,58.2481,22.5039,Estonia,EE,EST,Saaremaa,admin,,1233341219
Jõhvi,Johvi,59.3592,27.4211,Estonia,EE,EST,Ida-Virumaa,admin,,1233731045
Võru,Voru,57.8339,27.0194,Estonia,EE,EST,Võrumaa,admin,,1233754374
Haapsalu,Haapsalu,58.9431,23.5414,Estonia,EE,EST,Läänemaa,admin,11805,1233967642
Kohtla-Järve,Kohtla-Jarve,59.4000,27.2833,Estonia,EE,EST,Ida-Virumaa,minor,46060,1233016348
Narva,Narva,59.3776,28.1603,Estonia,EE,EST,Ida-Virumaa,minor,66980,1233751159
Vitoria,Vitoria,42.8500,-2.6700,Spain,ES,ESP,Basque Country,admin,224578,1724975338
Santander,Santander,43.3805,-3.8000,Spain,ES,ESP,Cantabria,admin,208763,1724247413
Logroño,Logrono,42.4704,-2.4300,Spain,ES,ESP,La Rioja,admin,143698,1724721513
Barcelona,Barcelona,41.3833,2.1834,Spain,ES,ESP,Catalonia,admin,4920000,1724594040
Mataró,Mataro,41.5400,2.4500,Spain,ES,ESP,Catalonia,,183293,1724901780
Oviedo,Oviedo,43.3505,-5.8300,Spain,ES,ESP,Asturias,admin,235651,1724090743
Arrecife,Arrecife,28.9690,-13.5378,Spain,ES,ESP,Canary Islands,,52944,1724630905
Las Palmas,Las Palmas,28.1000,-15.4300,Spain,ES,ESP,Canary Islands,admin,378495,1724501748
Toledo,Toledo,39.8670,-4.0167,Spain,ES,ESP,Castille-La Mancha,admin,74632,1724171411
Lorca,Lorca,37.6886,-1.6985,Spain,ES,ESP,Murcia,,86119,1724565149
Zaragoza,Zaragoza,41.6500,-0.8900,Spain,ES,ESP,Aragon,admin,649404,1724907391
Murcia,Murcia,37.9800,-1.1300,Spain,ES,ESP,Murcia,admin,406807,1724107739
Gijón,Gijon,43.5300,-5.6700,Spain,ES,ESP,Asturias,,335972,1724170659
Linares,Linares,38.0833,-3.6334,Spain,ES,ESP,Andalusia,,59761,1724047784
Cartagena,Cartagena,37.6004,-0.9800,Spain,ES,ESP,Murcia,,201274,1724143241
Vigo,Vigo,42.2200,-8.7300,Spain,ES,ESP,Galicia,,378952,1724045676
Valladolid,Valladolid,41.6500,-4.7500,Spain,ES,ESP,Castille-Leon,admin,322304,1724133771
Santiago de Compostela,Santiago de Compostela,42.8829,-8.5411,Spain,ES,ESP,Galicia,admin,92430,1724547778
Mérida,Merida,38.9120,-6.3380,Spain,ES,ESP,Extremadura,admin,52423,1724941889
Algeciras,Algeciras,36.1267,-5.4665,Spain,ES,ESP,Andalusia,,111027,1724355681
Marbella,Marbella,36.5166,-4.8833,Spain,ES,ESP,Andalusia,,186131,1724685705
Almería,Almeria,36.8303,-2.4300,Spain,ES,ESP,Andalusia,minor,179405,1724745640
Córdoba,Cordoba,37.8800,-4.7700,Spain,ES,ESP,Andalusia,minor,321376,1724706440
Granada‎,Granada,37.1650,-3.5850,Spain,ES,ESP,Andalusia,minor,388290,1724929320
Jaén,Jaen,37.7704,-3.8000,Spain,ES,ESP,Andalusia,minor,116400,1724699771
Málaga,Malaga,36.7204,-4.4200,Spain,ES,ESP,Andalusia,minor,550058,1724397372
Albacete,Albacete,39.0003,-1.8700,Spain,ES,ESP,Castille-La Mancha,minor,158094,1724000069
Guadalajara,Guadalajara,40.6337,-3.1666,Spain,ES,ESP,Castille-La Mancha,minor,72850,1724317859
Burgos,Burgos,42.3504,-3.6800,Spain,ES,ESP,Castille-Leon,minor,170183,1724993285
León,Leon,42.5800,-5.5700,Spain,ES,ESP,Castille-Leon,minor,136227,1724907542
Salamanca,Salamanca,40.9704,-5.6700,Spain,ES,ESP,Castille-Leon,minor,162353,1724960825
Huelva,Huelva,37.2504,-6.9299,Spain,ES,ESP,Andalusia,minor,144174,1724420824
Cádiz,Cadiz,36.5350,-6.2250,Spain,ES,ESP,Andalusia,minor,283157,1724502822
Ceuta,Ceuta,35.8890,-5.3070,Spain,ES,ESP,Ceuta,,78674,1724324416
Melilla,Melilla,35.3000,-2.9500,Spain,ES,ESP,Melilla,,141308,1724144891
Tarragona,Tarragona,41.1204,1.2500,Spain,ES,ESP,Catalonia,minor,126291,1724296961
Badajoz,Badajoz,38.8804,-6.9700,Spain,ES,ESP,Extremadura,minor,140133,1724759742
La Coruña,La Coruna,43.3300,-8.4200,Spain,ES,ESP,Galicia,minor,370610,1724417375
Ourense,Ourense,42.3300,-7.8700,Spain,ES,ESP,Galicia,minor,118107,1724571895
Bilbao,Bilbao,43.2500,-2.9300,Spain,ES,ESP,Basque Country,minor,875552,1724331267
Santa Cruz de Tenerife,Santa Cruz de Tenerife,28.4700,-16.2500,Spain,ES,ESP,Canary Islands,admin,336061,1724813158
Seville,Seville,37.4050,-5.9800,Spain,ES,ESP,Andalusia,admin,1212045,1724991838
Pamplona,Pamplona,42.8200,-1.6500,Spain,ES,ESP,Navarre,admin,274545,1724483329
Palma,Palma,39.5743,2.6542,Spain,ES,ESP,Balearic Islands,admin,375773,1724728111
Valencia,Valencia,39.4850,-0.4000,Spain,ES,ESP,Valencia,admin,808000,1724981666
Madrid,Madrid,40.4000,-3.6834,Spain,ES,ESP,Madrid,primary,5567000,1724616994
San Sebastián,San Sebastian,43.3204,-1.9800,Spain,ES,ESP,Basque Country,minor,357468,1724910555
Alicante,Alicante,38.3512,-0.4836,Spain,ES,ESP,Valencia,minor,315863,1724923163
Castello,Castello,39.9704,-0.0500,Spain,ES,ESP,Valencia,minor,180610,1724579885
Pori,Pori,61.4789,21.7749,Finland,FI,FIN,Satakunta,admin,76772,1246259412
Kuopio,Kuopio,62.8943,27.6949,Finland,FI,FIN,Pohjois-Savo,admin,91900,1246334067
Jyväskylä,Jyvaskyla,62.2603,25.7500,Finland,FI,FIN,Keski-Suomi,admin,98136,1246938345
Rovaniemi,Rovaniemi,66.5000,25.7159,Finland,FI,FIN,Lappi,admin,34781,1246718173
Lahti,Lahti,60.9939,25.6649,Finland,FI,FIN,Päijät-Häme,admin,98826,1246538847
Mikkeli,Mikkeli,61.6900,27.2850,Finland,FI,FIN,Etelä-Savo,admin,46550,1246875185
Oulu,Oulu,65.0000,25.4700,Finland,FI,FIN,Pohjois-Pohjanmaa,admin,136752,1246093273
Hämeenlinna,Hameenlinna,60.9970,24.4720,Finland,FI,FIN,Kanta-Häme,admin,47261,1246026891
Seinäjoki,Seinajoki,62.8000,22.8333,Finland,FI,FIN,Etelä-Pohjanmaa,admin,,1246118146
Tampere,Tampere,61.5000,23.7500,Finland,FI,FIN,Pirkanmaa,admin,259279,1246964318
Kajaani,Kajaani,64.2333,27.6833,Finland,FI,FIN,Kainuu,admin,,1246377765
Lappeenranta,Lappeenranta,61.0671,28.1833,Finland,FI,FIN,Etelä-Karjala,admin,59276,1246492910
Joensuu,Joensuu,62.6000,29.7666,Finland,FI,FIN,Pohjois-Karjala,admin,53388,1246489056
Kouvola,Kouvola,60.8760,26.7090,Finland,FI,FIN,Kymenlaakso,admin,31133,1246167296
Helsinki,Helsinki,60.1756,24.9341,Finland,FI,FIN,Uusimaa,primary,1115000,1246177997
Kemi,Kemi,65.7333,24.5817,Finland,FI,FIN,Lappi,minor,22641,1246411843
Mariehamn,Mariehamn,60.1000,19.9500,Finland,FI,FIN,Åland,admin,,1246614476
Porvoo,Porvoo,60.4004,25.6660,Finland,FI,FIN,Uusimaa,minor,12242,1246277728
Turku,Turku,60.4539,22.2550,Finland,FI,FIN,Varsinais-Suomi,admin,175945,1246456609
Sodankylä,Sodankyla,67.4171,26.6000,Finland,FI,FIN,Lappi,minor,8942,1246413171
Kemijärvi,Kemijarvi,66.6667,27.4167,Finland,FI,FIN,Lappi,minor,8883,1246358285
Kokkola,Kokkola,63.8333,23.1167,Finland,FI,FIN,Keski-Pohjanmaa,admin,46714,1246041998
Vaasa,Vaasa,63.1000,21.6000,Finland,FI,FIN,Pohjanmaa,admin,57014,1246734710
Savonlinna,Savonlinna,61.8666,28.8833,Finland,FI,FIN,Etelä-Savo,minor,27353,1246948647
Bastia,Bastia,42.7032,9.4500,France,FR,FRA,Corsica,,41001,1250664815
Lorient,Lorient,47.7504,-3.3666,France,FR,FRA,Bretagne,,84952,1250615711
Brest,Brest,48.3904,-4.4950,France,FR,FRA,Bretagne,,144899,1250882453
Aix-en-Provence,Aix-en-Provence,43.5200,5.4500,France,FR,FRA,Provence-Alpes-Côte d’Azur,,146821,1250001687
Ajaccio,Ajaccio,41.9271,8.7283,France,FR,FRA,Corsica,admin,54364,1250622666
Marseille,Marseille,43.2900,5.3750,France,FR,FRA,Provence-Alpes-Côte d’Azur,admin,1400000,1250774071
Rennes,Rennes,48.1000,-1.6700,France,FR,FRA,Bretagne,admin,209375,1250363682
Nantes,Nantes,47.2104,-1.5900,France,FR,FRA,Pays de la Loire,admin,438537,1250091495
Orléans,Orleans,47.9004,1.9000,France,FR,FRA,Centre-Val de Loire,admin,217301,1250441405
Paris,Paris,48.8667,2.3333,France,FR,FRA,Île-de-France,primary,9904000,1250015082
Clermont-Ferrand,Clermont-Ferrand,45.7800,3.0800,France,FR,FRA,Auvergne-Rhône-Alpes,minor,233050,1250135509
Metz,Metz,49.1203,6.1800,France,FR,FRA,Grand Est,minor,409186,1250778717
Montpellier,Montpellier,43.6104,3.8700,France,FR,FRA,Occitanie,minor,327254,1250819356
Poitier,Poitier,46.5833,0.3333,France,FR,FRA,Nouvelle-Aquitaine,minor,85960,1250812174
Bordeaux,Bordeaux,44.8500,-0.5950,France,FR,FRA,Nouvelle-Aquitaine,admin,803000,1250449238
Limoges,Limoges,45.8300,1.2500,France,FR,FRA,Nouvelle-Aquitaine,minor,152199,1250736774
Dijon,Dijon,47.3304,5.0300,France,FR,FRA,Bourgogne-Franche-Comté,admin,169946,1250505606
Lille,Lille,50.6500,3.0800,France,FR,FRA,Hauts-de-France,admin,1044000,1250071961
Lyon,Lyon,45.7700,4.8300,France,FR,FRA,Auvergne-Rhône-Alpes,admin,1423000,1250196189
Strasbourg,Strasbourg,48.5800,7.7500,France,FR,FRA,Grand Est,admin,439972,1250789140
Toulouse,Toulouse,43.6200,1.4499,France,FR,FRA,Occitanie,admin,847000,1250258110
Rouen,Rouen,49.4304,1.0800,France,FR,FRA,Normandie,admin,532559,1250372069
Amiens,Amiens,49.9004,2.3000,France,FR,FRA,Hauts-de-France,minor,143086,1250794759
Besançon,Besancon,47.2300,6.0300,France,FR,FRA,Bourgogne-Franche-Comté,minor,128426,1250182013
Caen,Caen,49.1838,-0.3500,France,FR,FRA,Normandie,minor,190099,1250001272
Vichy,Vichy,46.1171,3.4167,France,FR,FRA,Auvergne-Rhône-Alpes,,43158,1250084403
Mulhouse,Mulhouse,47.7504,7.3500,France,FR,FRA,Grand Est,,215454,1250218452
Biarritz,Biarritz,43.4733,-1.5616,France,FR,FRA,Nouvelle-Aquitaine,,145348,1250324713
Cherbourg,Cherbourg,49.6504,-1.6500,France,FR,FRA,Normandie,,60991,1250026751
Reims,Reims,49.2504,4.0300,France,FR,FRA,Grand Est,,196565,1250608730
Calais,Calais,50.9504,1.8333,France,FR,FRA,Hauts-de-France,,92201,1250081128
Roanne,Roanne,46.0333,4.0667,France,FR,FRA,Auvergne-Rhône-Alpes,,73315,1250674978
Dieppe,Dieppe,49.9337,1.0833,France,FR,FRA,Normandie,,42461,1250006284
Le Havre,Le Havre,49.5050,0.1050,France,FR,FRA,Normandie,,242124,1250775297
Brive,Brive,45.1504,1.5333,France,FR,FRA,Nouvelle-Aquitaine,,55448,1250549859
Béziers,Beziers,43.3505,3.2100,France,FR,FRA,Occitanie,,81438,1250666824
St.-Brieuc,St.-Brieuc,48.5167,-2.7833,France,FR,FRA,Bretagne,minor,53223,1250574796
Angers,Angers,47.4800,-0.5300,France,FR,FRA,Pays de la Loire,minor,188380,1250962174
Le Mans,Le Mans,48.0004,0.1000,France,FR,FRA,Pays de la Loire,minor,144515,1250829671
Arras,Arras,50.2833,2.7833,France,FR,FRA,Hauts-de-France,minor,64165,1250447540
Troyes,Troyes,48.3404,4.0834,France,FR,FRA,Grand Est,minor,61703,1250800856
Nancy,Nancy,48.6837,6.2000,France,FR,FRA,Grand Est,minor,268976,1250925250
Nevers,Nevers,46.9837,3.1667,France,FR,FRA,Bourgogne-Franche-Comté,minor,45929,1250147982
Auxerre,Auxerre,47.8004,3.5666,France,FR,FRA,Bourgogne-Franche-Comté,minor,41516,1250482884
Tours,Tours,47.3804,0.6999,France,FR,FRA,Centre-Val de Loire,minor,236096,1250635972
Bourges,Bourges,47.0837,2.4000,France,FR,FRA,Centre-Val de Loire,minor,72340,1250043242
Versailles,Versailles,48.8005,2.1333,France,FR,FRA,Île-de-France,minor,85416,1250143827
Melun,Melun,48.5333,2.6666,France,FR,FRA,Île-de-France,minor,249432,1250913458
La Rochelle,La Rochelle,46.1667,-1.1500,France,FR,FRA,Nouvelle-Aquitaine,minor,76997,1250623782
Agen,Agen,44.2004,0.6333,France,FR,FRA,Nouvelle-Aquitaine,minor,58223,1250059626
Annecy,Annecy,45.9000,6.1167,France,FR,FRA,Auvergne-Rhône-Alpes,minor,105749,1250551848
Grenoble,Grenoble,45.1804,5.7200,France,FR,FRA,Auvergne-Rhône-Alpes,minor,388574,1250071647
Saint-Étienne,Saint-Etienne,45.4304,4.3800,France,FR,FRA,Auvergne-Rhône-Alpes,minor,265684,1250000540
Toulon,Toulon,43.1342,5.9188,France,FR,FRA,Provence-Alpes-Côte d’Azur,minor,357693,1250541629
Nice,Nice,43.7150,7.2650,France,FR,FRA,Provence-Alpes-Côte d’Azur,minor,927000,1250774553
Tarbes,Tarbes,43.2333,0.0833,France,FR,FRA,Occitanie,minor,54854,1250001722
Perpignan,Perpignan,42.7000,2.9000,France,FR,FRA,Occitanie,minor,146620,1250102680
Nîmes,Nimes,43.8304,4.3500,France,FR,FRA,Occitanie,minor,169547,1250417467
Warrington,Warrington,53.3833,-2.6000,United Kingdom,GB,GBR,Warrington,admin,,1826261547
Newbury,Newbury,51.4000,-1.3167,United Kingdom,GB,GBR,West Berkshire,admin,,1826103829
Swindon,Swindon,51.5167,-1.7833,United Kingdom,GB,GBR,Swindon,admin,,1826498106
Wick,Wick,58.4333,-3.0834,United Kingdom,GB,GBR,Highland,,7147,1826766399
Dudley,Dudley,52.5000,-2.0833,United Kingdom,GB,GBR,Dudley,admin,,1826052828
Oxford,Oxford,51.7704,-1.2500,United Kingdom,GB,GBR,Oxfordshire,admin,192796,1826689568
Hackney,Hackney,51.5500,-0.0500,United Kingdom,GB,GBR,Hackney,admin,,1826413202
Matlock,Matlock,53.1333,-1.5333,United Kingdom,GB,GBR,Derbyshire,admin,,1826168850
Lochgilphead,Lochgilphead,56.0333,-5.4167,United Kingdom,GB,GBR,Argyll and Bute,admin,,1826789416
Northallerton,Northallerton,54.3333,-1.4333,United Kingdom,GB,GBR,North Yorkshire,admin,,1826697671
Edinburgh,Edinburgh,55.9483,-3.2191,United Kingdom,GB,GBR,"Edinburgh, City of",admin,504966,1826492520
Sunderland,Sunderland,54.9200,-1.3800,United Kingdom,GB,GBR,Sunderland,admin,452934,1826736387
Swansea,Swansea,51.6300,-3.9500,United Kingdom,GB,GBR,Swansea,admin,294339,1826574888
Wokingham,Wokingham,51.4167,-0.8333,United Kingdom,GB,GBR,Wokingham,admin,,1826878333
City of Westminster,City of Westminster,51.5000,-0.1167,United Kingdom,GB,GBR,Westminster,admin,,1826759011
Solihull,Solihull,52.4167,-1.7833,United Kingdom,GB,GBR,Solihull,admin,,1826720500
Rochdale,Rochdale,53.6167,-2.1500,United Kingdom,GB,GBR,Rochdale,admin,,1826578106
Nottingham,Nottingham,52.9703,-1.1700,United Kingdom,GB,GBR,Nottingham,admin,825600,1826122597
Winchester,Winchester,51.0167,-1.3167,United Kingdom,GB,GBR,Hampshire,admin,,1826967267
Wembley,Wembley,51.5500,-0.2833,United Kingdom,GB,GBR,Brent,admin,,1826635683
Motherwell,Motherwell,55.7833,-4.0000,United Kingdom,GB,GBR,North Lanarkshire,admin,,1826854355
Reading,Reading,51.4700,-0.9800,United Kingdom,GB,GBR,Reading,admin,369804,1826869043
Torquay,Torquay,50.4500,-3.5000,United Kingdom,GB,GBR,Torbay,admin,,1826982921
Thornbury,Thornbury,51.6089,-2.5203,United Kingdom,GB,GBR,South Gloucestershire,admin,,1826096107
Oldham,Oldham,53.5500,-2.1167,United Kingdom,GB,GBR,Oldham,admin,,1826716070
Elgin,Elgin,57.6500,-3.3333,United Kingdom,GB,GBR,Moray,admin,,1826386055
Wallsend,Wallsend,54.9914,-1.5597,United Kingdom,GB,GBR,North Tyneside,admin,,1826171317
Weston-super-Mare,Weston-super-Mare,51.3458,-2.9678,United Kingdom,GB,GBR,North Somerset,admin,,1826189795
Hounslow,Hounslow,51.4667,-0.3500,United Kingdom,GB,GBR,Hounslow,admin,,1826943293
Irvine,Irvine,55.6000,-4.6667,United Kingdom,GB,GBR,North Ayrshire,admin,,1826965925
Barnsley,Barnsley,53.5500,-1.4833,United Kingdom,GB,GBR,Barnsley,admin,,1826597621
Falkirk,Falkirk,56.0000,-3.7667,United Kingdom,GB,GBR,Falkirk,admin,,1826502864
Slough,Slough,51.5000,-0.5833,United Kingdom,GB,GBR,Slough,admin,,1826807636
Huddersfield,Huddersfield,53.6500,-1.7833,United Kingdom,GB,GBR,Kirklees,admin,,1826672445
Kingston upon Hull,Kingston upon Hull,53.7504,-0.3300,United Kingdom,GB,GBR,"Kingston upon Hull, City of",admin,302296,1826028894
Romford,Romford,51.5833,0.2000,United Kingdom,GB,GBR,Havering,admin,,1826695421
Stafford,Stafford,52.8000,-2.1000,United Kingdom,GB,GBR,St. Helens,admin,,1826088347
Grays,Grays,51.4833,0.3333,United Kingdom,GB,GBR,Thurrock,admin,,1826003493
Hertford,Hertford,51.8000,-0.0667,United Kingdom,GB,GBR,Hertfordshire,admin,,1826912872
Coventry,Coventry,52.4204,-1.5000,United Kingdom,GB,GBR,Coventry,admin,388271,1826979198
Leicester,Leicester,52.6300,-1.1332,United Kingdom,GB,GBR,Leicester,admin,457983,1826431946
Beverley,Beverley,53.8333,-0.4167,United Kingdom,GB,GBR,East Riding of Yorkshire,admin,,1826700096
Stirling,Stirling,56.1167,-3.9500,United Kingdom,GB,GBR,Stirling,admin,,1826517007
Norwich,Norwich,52.6304,1.3000,United Kingdom,GB,GBR,Norfolk,admin,190756,1826688051
Darlington,Darlington,54.5333,-1.5667,United Kingdom,GB,GBR,Darlington,admin,,1826453946
Hereford,Hereford,52.0500,-2.7167,United Kingdom,GB,GBR,Herefordshire,admin,,1826996583
Grimsby,Grimsby,53.5333,-0.0500,United Kingdom,GB,GBR,North East Lincolnshire,admin,,1826700880
Bradford,Bradford,53.8000,-1.7500,United Kingdom,GB,GBR,Bradford,admin,501700,1826687116
Bracknell,Bracknell,51.4167,-0.7500,United Kingdom,GB,GBR,Bracknell Forest,admin,,1826880896
Morpeth,Morpeth,55.1667,-1.6833,United Kingdom,GB,GBR,Northumberland,admin,,1826000022
Gateshead,Gateshead,54.9450,-1.6175,United Kingdom,GB,GBR,Gateshead,admin,,1826635849
Wandsworth,Wandsworth,51.4500,-0.2000,United Kingdom,GB,GBR,Wandsworth,admin,,1826844924
South Shields,South Shields,54.9878,-1.4214,United Kingdom,GB,GBR,South Tyneside,admin,,1826396004
Sheffield,Sheffield,53.3667,-1.5000,United Kingdom,GB,GBR,Sheffield,admin,1292900,1826289852
Ystrad Mynach,Ystrad Mynach,51.6403,-3.2433,United Kingdom,GB,GBR,Caerphilly,admin,,1826498228
South Bank,South Bank,54.5667,-1.1500,United Kingdom,GB,GBR,Redcar and Cleveland,admin,,1826839813
Haddington,Haddington,55.9333,-2.7667,United Kingdom,GB,GBR,East Lothian,admin,,1826363081
Aberaeron,Aberaeron,52.2500,-4.2500,United Kingdom,GB,GBR,Ceredigion,admin,,1826410688
Lerwick,Lerwick,60.1500,-1.1500,United Kingdom,GB,GBR,Shetland Islands,admin,6594,1826896340
Cambridge,Cambridge,52.2004,0.1166,United Kingdom,GB,GBR,Cambridgeshire,admin,128488,1826229713
Glenrothes,Glenrothes,56.2000,-3.1833,United Kingdom,GB,GBR,Fife,admin,,1826270044
Pen-y-Bont ar Ogwr,Pen-y-Bont ar Ogwr,51.5058,-3.5772,United Kingdom,GB,GBR,Bridgend,admin,,1826587515
Barri,Barri,51.4067,-3.2694,United Kingdom,GB,GBR,"Vale of Glamorgan, The",admin,,1826605492
Carlisle,Carlisle,54.8800,-2.9300,United Kingdom,GB,GBR,Cumbria,admin,72633,1826843688
Aylesbury,Aylesbury,51.8167,-0.8000,United Kingdom,GB,GBR,Buckinghamshire,admin,,1826391298
Lincoln,Lincoln,53.2333,-0.5333,United Kingdom,GB,GBR,Lincolnshire,admin,,1826312785
Bromley,Bromley,51.4000,0.0500,United Kingdom,GB,GBR,Bromley,admin,,1826385764
Kirkwall,Kirkwall,58.9670,-2.9500,United Kingdom,GB,GBR,Orkney Islands,admin,8500,1826208698
Blackpool,Blackpool,53.8304,-3.0500,United Kingdom,GB,GBR,Blackpool,admin,272792,1826093175
Croydon,Croydon,51.3833,-0.1000,United Kingdom,GB,GBR,Croydon,admin,,1826126675
Dorchester,Dorchester,50.7167,-2.4333,United Kingdom,GB,GBR,Dorset,admin,,1826909037
Hendon,Hendon,51.6000,-0.2167,United Kingdom,GB,GBR,Barnet,admin,,1826052476
Hammersmith,Hammersmith,51.5000,-0.2333,United Kingdom,GB,GBR,Hammersmith and Fulham,admin,,1826090130
Bournemouth,Bournemouth,50.7300,-1.9000,United Kingdom,GB,GBR,Bournemouth,admin,426945,1826769743
Fort William,Fort William,56.8165,-5.1121,United Kingdom,GB,GBR,Highland,,9652,1826742184
